num_partido;año;Generación;Rival;Condición;Tipo;Competencia;Goles Chile;Goles Rival;Dif. Goles;Resultado;Ciudad
656;2011;Generación Dorada;Argentina;Visita;Oficial;Clasificatorias Brasil 2014;1;4;-3;Derrota;Buenos Aires
657;2011;Generación Dorada;Perú;Local;Oficial;Clasificatorias Brasil 2014;4;2;2;Victoria;Santiago
658;2011;Generación Dorada;Uruguay;Visita;Oficial;Clasificatorias Brasil 2014;0;4;-4;Derrota;Montevideo
659;2011;Generación Dorada;Paraguay;Local;Oficial;Clasificatorias Brasil 2014;2;0;2;Victoria;Santiago
660;2011;Generación Dorada;Paraguay;Local;Amistoso;Partido amistoso;3;2;1;Victoria;La Serena
661;2012;Generación Dorada;Paraguay;Visita;Amistoso;Partido amistoso;0;2;-2;Derrota;Luque
662;2012;Generación Dorada;Ghana;Local;Amistoso;Partido amistoso;1;1;0;Empate;Chester
663;2012;Generación Dorada;Perú;Local;Oficial;Copa del Pacífico 2012;3;1;2;Victoria;Arica
664;2012;Generación Dorada;Perú;Visita;Oficial;Copa del Pacífico 2012;3;0;3;Victoria;Tacna
665;2012;Generación Dorada;Bolivia;Visita;Oficial;Clasificatorias Brasil 2014;2;0;2;Victoria;La Paz
666;2012;Generación Dorada;Venezuela;Visita;Oficial;Clasificatorias Brasil 2014;2;0;2;Victoria;Puerto La Cruz
667;2012;Generación Dorada;Ecuador;Visita;Amistoso;Partido amistoso;0;3;-3;Derrota;Nueva York
668;2012;Generación Dorada;Colombia;Local;Oficial;Clasificatorias Brasil 2014;1;3;-2;Derrota;Santiago
669;2012;Generación Dorada;Ecuador;Visita;Oficial;Clasificatorias Brasil 2014;1;3;-2;Derrota;Quito
670;2012;Generación Dorada;Argentina;Local;Oficial;Clasificatorias Brasil 2014;1;2;-1;Derrota;Santiago
671;2012;Generación Dorada;Serbia;Local;Amistoso;Partido amistoso;1;3;-2;Derrota;Sankt Gallen
672;2013;Generación Dorada;Senegal;Local;Amistoso;Partido amistoso;2;1;1;Victoria;La Serena
673;2013;Generación Dorada;Haití;Local;Amistoso;Partido amistoso;3;0;3;Victoria;Concepción
674;2013;Generación Dorada;Egipto;Local;Amistoso;Partido amistoso;2;1;1;Victoria;Madrid
675;2013;Generación Dorada;Perú;Visita;Oficial;Clasificatorias Brasil 2014;0;1;-1;Derrota;Lima
676;2013;Generación Dorada;Uruguay;Local;Oficial;Clasificatorias Brasil 2014;2;0;2;Victoria;Santiago
677;2013;Generación Dorada;Brasil;Visita;Amistoso;Partido amistoso;2;2;0;Empate;Belo Horizonte
678;2013;Generación Dorada;Paraguay;Visita;Oficial;Clasificatorias Brasil 2014;2;1;1;Victoria;Asunción
679;2013;Generación Dorada;Bolivia;Local;Oficial;Clasificatorias Brasil 2014;3;1;2;Victoria;Santiago
680;2013;Generación Dorada;Irak;Local;Amistoso;Partido amistoso;6;0;6;Victoria;Brøndby
681;2013;Generación Dorada;Venezuela;Local;Oficial;Clasificatorias Brasil 2014;3;0;3;Victoria;Santiago
682;2013;Generación Dorada;España;Visita;Amistoso;Partido amistoso;2;2;0;Empate;Ginebra
683;2013;Generación Dorada;Colombia;Visita;Oficial;Clasificatorias Brasil 2014;3;3;0;Empate;Barranquilla
684;2013;Generación Dorada;Ecuador;Local;Oficial;Clasificatorias Brasil 2014;2;1;1;Victoria;Santiago
685;2013;Generación Dorada;Inglaterra;Visita;Amistoso;Partido amistoso;2;0;2;Victoria;Londres
686;2013;Generación Dorada;Brasil;Visita;Amistoso;Partido amistoso;1;2;-1;Derrota;Toronto
687;2014;Generación Dorada;Costa Rica;Local;Amistoso;Partido amistoso;4;0;4;Victoria;Coquimbo
688;2014;Generación Dorada;Alemania;Visita;Amistoso;Partido amistoso;0;1;-1;Derrota;Stuttgart
689;2014;Generación Dorada;Egipto;Local;Amistoso;Partido amistoso;3;2;1;Victoria;Santiago
690;2014;Generación Dorada;Irlanda del Norte;Local;Amistoso;Partido amistoso;2;0;2;Victoria;Valparaíso
691;2014;Generación Dorada;Australia;Local;Oficial;Copa del Mundo Brasil 2014;3;1;2;Victoria;Cuiabá
692;2014;Generación Dorada;España;Visita;Oficial;Copa del Mundo Brasil 2014;2;0;2;Victoria;Río de Janeiro
693;2014;Generación Dorada;Países Bajos;Visita;Oficial;Copa del Mundo Brasil 2014;0;2;-2;Derrota;São Paulo
694;2014;Generación Dorada;Brasil;Visita;Oficial;Copa del Mundo Brasil 2014;1;1;0;Empate;Belo Horizonte
695;2014;Generación Dorada;México;Local;Amistoso;Partido amistoso;0;0;0;Empate;Santa Clara
696;2014;Generación Dorada;Haití;Local;Amistoso;Partido amistoso;1;0;1;Victoria;Fort Lauderdale
697;2014;Generación Dorada;Perú;Local;Amistoso;Partido amistoso;3;0;3;Victoria;Valparaíso
698;2014;Generación Dorada;Bolivia;Local;Amistoso;Partido amistoso;2;2;0;Empate;Coquimbo
699;2014;Generación Dorada;Venezuela;Local;Amistoso;Partido amistoso;5;0;5;Victoria;Talcahuano
700;2014;Generación Dorada;Uruguay;Local;Amistoso;Partido amistoso;1;2;-1;Derrota;Santiago
701;2015;Generación Dorada;Estados Unidos;Local;Amistoso;Partido amistoso;3;2;1;Victoria;Rancagua
702;2015;Generación Dorada;Irán;Visita;Amistoso;Partido amistoso;0;2;-2;Derrota;Sankt Pölten
703;2015;Generación Dorada;Brasil;Visita;Amistoso;Partido amistoso;0;1;-1;Derrota;Londres
704;2015;Generación Dorada;El Salvador;Local;Amistoso;Partido amistoso;1;0;1;Victoria;Rancagua
705;2015;Generación Dorada;Ecuador;Local;Oficial;Copa América 2015;2;0;2;Victoria;Santiago
706;2015;Generación Dorada;México;Local;Oficial;Copa América 2015;3;3;0;Empate;Santiago
707;2015;Generación Dorada;Bolivia;Local;Oficial;Copa América 2015;5;0;5;Victoria;Santiago
708;2015;Generación Dorada;Uruguay;Local;Oficial;Copa América 2015;1;0;1;Victoria;Santiago
709;2015;Generación Dorada;Perú;Local;Oficial;Copa América 2015;2;1;1;Victoria;Santiago
710;2015;Generación Dorada;Argentina;Local;Oficial;Copa América 2015;0;0;0;Empate;Santiago
711;2015;Generación Dorada;Paraguay;Local;Amistoso;Partido amistoso;3;2;1;Victoria;Santiago
712;2015;Generación Dorada;Brasil;Local;Oficial;Clasificatorias Rusia 2018;2;0;2;Victoria;Santiago
713;2015;Generación Dorada;Perú;Visita;Oficial;Clasificatorias Rusia 2018;4;3;1;Victoria;Lima
714;2015;Generación Dorada;Colombia;Local;Oficial;Clasificatorias Rusia 2018;1;1;0;Empate;Santiago
715;2015;Generación Dorada;Uruguay;Visita;Oficial;Clasificatorias Rusia 2018;0;3;-3;Derrota;Montevideo
716;2016;Generación Dorada;Argentina;Local;Oficial;Clasificatorias Rusia 2018;1;2;-1;Derrota;Santiago
717;2016;Generación Dorada;Venezuela;Visita;Oficial;Clasificatorias Rusia 2018;4;1;3;Victoria;Barinas
718;2016;Generación Dorada;Jamaica;Local;Amistoso;Partido amistoso;1;2;-1;Derrota;Viña del Mar
719;2016;Generación Dorada;México;Visita;Amistoso;Partido amistoso;0;1;-1;Derrota;San Diego
720;2016;Generación Dorada;Argentina;Visita;Oficial;Copa América Centenario;1;2;-1;Derrota;Santa Clara
721;2016;Generación Dorada;Bolivia;Local;Oficial;Copa América Centenario;2;1;1;Victoria;Foxborough
722;2016;Generación Dorada;Panamá;Local;Oficial;Copa América Centenario;4;2;2;Victoria;Filadelfia
723;2016;Generación Dorada;México;Visita;Oficial;Copa América Centenario;7;0;7;Victoria;Santa Clara
724;2016;Generación Dorada;Colombia;Visita;Oficial;Copa América Centenario;2;0;2;Victoria;Chicago
725;2016;Generación Dorada;Argentina;Visita;Oficial;Copa América Centenario;0;0;0;Empate;East Rutherford
726;2016;Generación Dorada;Paraguay;Visita;Oficial;Clasificatorias Rusia 2018;1;2;-1;Derrota;Asunción
727;2016;Generación Dorada;Bolivia;Local;Oficial;Clasificatorias Rusia 2018;3;0;3;Victoria;Santiago
728;2016;Generación Dorada;Ecuador;Visita;Oficial;Clasificatorias Rusia 2018;0;3;-3;Derrota;Quito
729;2016;Generación Dorada;Perú;Local;Oficial;Clasificatorias Rusia 2018;2;1;1;Victoria;Santiago
730;2016;Generación Dorada;Colombia;Visita;Oficial;Clasificatorias Rusia 2018;0;0;0;Empate;Barranquilla
731;2016;Generación Dorada;Uruguay;Local;Oficial;Clasificatorias Rusia 2018;3;1;2;Victoria;Santiago
732;2017;Generación Dorada;Croacia;Local;Oficial;2017 China Cup;1;1;0;Empate;Nanning
733;2017;Generación Dorada;Islandia;Visita;Oficial;2017 China Cup;1;0;1;Victoria;Nanning
734;2017;Generación Dorada;Argentina;Visita;Oficial;Clasificatorias Rusia 2018;0;1;-1;Derrota;Buenos Aires
735;2017;Generación Dorada;Venezuela;Local;Oficial;Clasificatorias Rusia 2018;3;1;2;Victoria;Santiago
736;2017;Generación Dorada;Burkina Faso;Local;Amistoso;Partido amistoso;3;0;3;Victoria;Santiago
737;2017;Generación Dorada;Rusia;Visita;Amistoso;Partido amistoso;1;1;0;Empate;Moscú
738;2017;Generación Dorada;Rumania;Visita;Amistoso;Partido amistoso;2;3;-1;Derrota;Cluj-Napoca
739;2017;Generación Dorada;Camerún;Visita;Oficial;Copa Confederaciones 2017;2;0;2;Victoria;Moscú
740;2017;Generación Dorada;Alemania;Visita;Oficial;Copa Confederaciones 2017;1;1;0;Empate;Kazán
741;2017;Generación Dorada;Australia;Local;Oficial;Copa Confederaciones 2017;1;1;0;Empate;Moscú
742;2017;Generación Dorada;Portugal;Visita;Oficial;Copa Confederaciones 2017;0;0;0;Empate;Kazán
743;2017;Generación Dorada;Alemania;Local;Oficial;Copa Confederaciones 2017;0;1;-1;Derrota;San Petersburgo
744;2017;Generación Dorada;Paraguay;Local;Oficial;Clasificatorias Rusia 2018;0;3;-3;Derrota;Santiago
745;2017;Generación Dorada;Bolivia;Visita;Oficial;Clasificatorias Rusia 2018;0;1;-1;Derrota;La Paz
746;2017;Generación Dorada;Ecuador;Local;Oficial;Clasificatorias Rusia 2018;2;1;1;Victoria;Santiago
747;2017;Generación Dorada;Brasil;Visita;Oficial;Clasificatorias Rusia 2018;0;3;-3;Derrota;São Paulo
748;2018;Post Generación Dorada;Suecia;Visita;Amistoso;Partido amistoso;2;1;1;Victoria;Solna
749;2018;Post Generación Dorada;Dinamarca;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Aalborg
750;2018;Post Generación Dorada;Rumania;Visita;Amistoso;Partido amistoso;2;3;-1;Derrota;Graz
751;2018;Post Generación Dorada;Serbia;Visita;Amistoso;Partido amistoso;1;0;1;Victoria;Graz
752;2018;Post Generación Dorada;Polonia;Visita;Amistoso;Partido amistoso;2;2;0;Empate;Pozna_
753;2018;Post Generación Dorada;Corea del Sur;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Suwon
754;2018;Post Generación Dorada;Perú;Visita;Amistoso;Partido amistoso;0;3;-3;Derrota;Miami Gardens
755;2018;Post Generación Dorada;México;Visita;Amistoso;Partido amistoso;1;0;1;Victoria;Querétaro
756;2018;Post Generación Dorada;Costa Rica;Local;Amistoso;Partido amistoso;2;3;-1;Derrota;Rancagua
757;2018;Post Generación Dorada;Honduras;Local;Amistoso;Partido amistoso;4;1;3;Victoria;Temuco
758;2019;Post Generación Dorada;México;Visita;Amistoso;Partido amistoso;1;3;-2;Derrota;San Diego
759;2019;Post Generación Dorada;Estados Unidos;Visita;Amistoso;Partido amistoso;1;1;0;Empate;Houston
760;2019;Post Generación Dorada;Haití;Local;Amistoso;Partido amistoso;2;1;1;Victoria;La Serena
761;2019;Post Generación Dorada;Japón;Visita;Oficial;Copa América 2019;4;0;4;Victoria;São Paulo
762;2019;Post Generación Dorada;Ecuador;Visita;Oficial;Copa América 2019;2;1;1;Victoria;Salvador
763;2019;Post Generación Dorada;Uruguay;Local;Oficial;Copa América 2019;0;1;-1;Derrota;Río de Janeiro
764;2019;Post Generación Dorada;Colombia;Visita;Oficial;Copa América 2019;0;0;0;Empate;São Paulo
765;2019;Post Generación Dorada;Perú;Local;Oficial;Copa América 2019;0;3;-3;Derrota;Porto Alegre
766;2019;Post Generación Dorada;Argentina;Visita;Oficial;Copa América 2019;1;2;-1;Derrota;São Paulo
767;2019;Post Generación Dorada;Argentina;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Los Ángeles
768;2019;Post Generación Dorada;Honduras;Visita;Amistoso;Partido amistoso;1;2;-1;Derrota;San Pedro Sula
769;2019;Post Generación Dorada;Colombia;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Alicante
770;2019;Post Generación Dorada;Guinea;Visita;Amistoso;Partido amistoso;3;2;1;Victoria;Alicante
771;2020;Post Generación Dorada;Uruguay;Visita;Oficial;Clasificatorias Catar 2022;1;2;-1;Derrota;Montevideo
772;2020;Post Generación Dorada;Colombia;Local;Oficial;Clasificatorias Catar 2022;2;2;0;Empate;Santiago
773;2020;Post Generación Dorada;Perú;Local;Oficial;Clasificatorias Catar 2022;2;0;2;Victoria;Santiago
774;2020;Post Generación Dorada;Venezuela;Visita;Oficial;Clasificatorias Catar 2022;1;2;-1;Derrota;Caracas
775;2021;Post Generación Dorada;Bolivia;Local;Amistoso;Partido amistoso;2;1;1;Victoria;Rancagua
776;2021;Post Generación Dorada;Argentina;Visita;Oficial;Clasificatorias Catar 2022;1;1;0;Empate;Santiago del Estero
777;2021;Post Generación Dorada;Bolivia;Local;Oficial;Clasificatorias Catar 2022;1;1;0;Empate;Santiago
778;2021;Post Generación Dorada;Argentina;Visita;Oficial;Copa América 2021;1;1;0;Empate;Río de Janeiro
779;2021;Post Generación Dorada;Bolivia;Local;Oficial;Copa América 2021;1;0;1;Victoria;Cuiabá
780;2021;Post Generación Dorada;Uruguay;Visita;Oficial;Copa América 2021;1;1;0;Empate;Cuiabá
781;2021;Post Generación Dorada;Paraguay;Local;Oficial;Copa América 2021;0;2;-2;Derrota;Brasilia
782;2021;Post Generación Dorada;Brasil;Visita;Oficial;Copa América 2021;0;1;-1;Derrota;Río de Janeiro
783;2021;Post Generación Dorada;Brasil;Local;Oficial;Clasificatorias Catar 2022;0;1;-1;Derrota;Santiago
784;2021;Post Generación Dorada;Ecuador;Visita;Oficial;Clasificatorias Catar 2022;0;0;0;Empate;Quito
785;2021;Post Generación Dorada;Colombia;Visita;Oficial;Clasificatorias Catar 2022;1;3;-2;Derrota;Barranquilla
786;2021;Post Generación Dorada;Perú;Visita;Oficial;Clasificatorias Catar 2022;0;2;-2;Derrota;Lima
787;2021;Post Generación Dorada;Paraguay;Local;Oficial;Clasificatorias Catar 2022;2;0;2;Victoria;Santiago
788;2021;Post Generación Dorada;Venezuela;Local;Oficial;Clasificatorias Catar 2022;3;0;3;Victoria;Santiago
789;2021;Post Generación Dorada;Paraguay;Visita;Oficial;Clasificatorias Catar 2022;1;0;1;Victoria;Asunción
790;2021;Post Generación Dorada;Ecuador;Local;Oficial;Clasificatorias Catar 2022;0;2;-2;Derrota;Santiago
791;2021;Post Generación Dorada;México;Visita;Amistoso;Partido amistoso;2;2;0;Empate;Austin
792;2021;Post Generación Dorada;El Salvador;Visita;Amistoso;Partido amistoso;1;0;1;Victoria;Los Ángeles
793;2022;Post Generación Dorada;Argentina;Local;Oficial;Clasificatorias Catar 2022;1;2;-1;Derrota;Calama
794;2022;Post Generación Dorada;Bolivia;Visita;Oficial;Clasificatorias Catar 2022;3;2;1;Victoria;La Paz
795;2022;Post Generación Dorada;Brasil;Visita;Oficial;Clasificatorias Catar 2022;0;4;-4;Derrota;Río de Janeiro
796;2022;Post Generación Dorada;Uruguay;Local;Oficial;Clasificatorias Catar 2022;0;2;-2;Derrota;Santiago
797;2022;Post Generación Dorada;Corea del Sur;Visita;Amistoso;Partido amistoso;0;2;-2;Derrota;Daejeon
798;2022;Post Generación Dorada;Túnez;Local;Oficial;2022 Kirin Cup;0;2;-2;Derrota;Kobe
799;2022;Post Generación Dorada;Ghana;Local;Oficial;2022 Kirin Cup;0;0;0;Empate;Osaka
800;2022;Post Generación Dorada;Marruecos;Visita;Amistoso;Partido amistoso;0;2;-2;Derrota;Cornellà de Llobregat
801;2022;Post Generación Dorada;Catar;Visita;Amistoso;Partido amistoso;2;2;0;Empate;Viena
802;2022;Post Generación Dorada;Polonia;Visita;Amistoso;Partido amistoso;0;1;-1;Derrota;Varsovia
803;2022;Post Generación Dorada;Eslovaquia;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Bratislava
804;2023;Post Generación Dorada;Paraguay;Local;Amistoso;Partido amistoso;3;2;1;Victoria;Santiago
805;2023;Post Generación Dorada;Cuba;Local;Amistoso;Partido amistoso;3;0;3;Victoria;Concepción
806;2023;Post Generación Dorada;República Dominicana;Local;Amistoso;Partido amistoso;5;0;5;Victoria;Viña del Mar
807;2023;Post Generación Dorada;Bolivia;Visita;Amistoso;Partido amistoso;0;0;0;Empate;Santa Cruz
808;2023;Post Generación Dorada;Uruguay;Visita;Oficial;Clasificatorias Mundial 2026;1;3;-2;Derrota;Montevideo
809;2023;Post Generación Dorada;Colombia;Local;Oficial;Clasificatorias Mundial 2026;0;0;0;Empate;Santiago
810;2023;Post Generación Dorada;Perú;Local;Oficial;Clasificatorias Mundial 2026;2;0;2;Victoria;Santiago
811;2023;Post Generación Dorada;Venezuela;Visita;Oficial;Clasificatorias Mundial 2026;0;3;-3;Derrota;Maturín
812;2023;Post Generación Dorada;Paraguay;Local;Oficial;Clasificatorias Mundial 2026;0;0;0;Empate;Santiago
813;2023;Post Generación Dorada;Ecuador;Visita;Oficial;Clasificatorias Mundial 2026;0;1;-1;Derrota;Quito
814;2024;Post Generación Dorada;Albania;Visita;Amistoso;Partido amistoso;3;0;3;Victoria;Parma
815;2024;Post Generación Dorada;Francia;Visita;Amistoso;Partido amistoso;2;3;-1;Derrota;Marsella
816;2024;Post Generación Dorada;Paraguay;Local;Amistoso;Partido amistoso;3;0;3;Victoria;Santiago
817;2024;Post Generación Dorada;Perú;Visita;Oficial;Copa América 2024;0;0;0;Empate;Arlington
818;2024;Post Generación Dorada;Argentina;Local;Oficial;Copa América 2024;0;1;-1;Derrota;East Rutherford
819;2024;Post Generación Dorada;Canadá;Visita;Oficial;Copa América 2024;0;0;0;Empate;Orlando
820;2024;Post Generación Dorada;Argentina;Visita;Oficial;Clasificatorias Mundial 2026;0;3;-3;Derrota;Buenos Aires
821;2024;Post Generación Dorada;Bolivia;Local;Oficial;Clasificatorias Mundial 2026;1;2;-1;Derrota;Santiago
822;2024;Post Generación Dorada;Brasil;Local;Oficial;Clasificatorias Mundial 2026;1;2;-1;Derrota;Santiago
823;2024;Post Generación Dorada;Colombia;Visita;Oficial;Clasificatorias Mundial 2026;0;4;-4;Derrota;Barranquilla
824;2024;Post Generación Dorada;Perú;Visita;Oficial;Clasificatorias Mundial 2026;0;0;0;Empate;Lima
825;2024;Post Generación Dorada;Venezuela;Local;Oficial;Clasificatorias Mundial 2026;4;2;2;Victoria;Santiago
826;2025;Post Generación Dorada;Panamá;Local;Amistoso;Partido amistoso;6;1;5;Victoria;Santiago
827;2025;Post Generación Dorada;Paraguay;Visita;Oficial;Clasificatorias Mundial 2026;0;1;-1;Derrota;Asunción
828;2025;Post Generación Dorada;Ecuador;Local;Oficial;Clasificatorias Mundial 2026;0;0;0;Empate;Santiago
829;2025;Post Generación Dorada;Argentina;Local;Oficial;Clasificatorias Mundial 2026;0;1;-1;Derrota;Santiago
830;2025;Post Generación Dorada;Bolivia;Visita;Oficial;Clasificatorias Mundial 2026;0;2;-2;Derrota;El Alto
831;2025;Post Generación Dorada;Brasil;Visita;Oficial;Clasificatorias Mundial 2026;0;3;-3;Derrota;Río de Janeiro
832;2025;Post Generación Dorada;Uruguay;Local;Oficial;Clasificatorias Mundial 2026;0;0;0;Empate;Santiago
833;2025;Post Generación Dorada;Perú;Local;Amistoso;Partido amistoso;2;1;1;Victoria;Santiago
834;2025;Post Generación Dorada;Rusia;Visita;Amistoso;Partido amistoso;2;0;2;Victoria;Sochi
835;2025;Post Generación Dorada;Perú;Local;Amistoso;Partido amistoso;2;1;1;Victoria;Sochi
836;2026;Post Generación Dorada;Cabo Verde;Local;Oficial;FIFA Series 2026 New Zealand;4;2;2;Victoria;Auckland
837;2026;Post Generación Dorada;Nueva Zelanda;Visita;Oficial;FIFA Series 2026 New Zealand;1;4;-3;Derrota;Auckland
838;2026;Post Generación Dorada;Portugal;Visita;Amistoso;Partido amistoso;1;2;-1;Derrota;Oeiras
839;2026;Post Generación Dorada;RD del Congo;Visita;Amistoso;Partido amistoso;2;1;1;Victoria;Orleans
